job_company,job_education,job_industry,job_listed,job_location,job_name            ,job_persons,job_salary,job_time ,job_year
DNV音乐集团    ,本科           ,音乐/视频/阅读    ,A轮        ,北京 朝阳区 酒仙桥  ,豆瓣FM算法工程师           ,100-499人   ,20k-40k   ,发布于02月21日,3-5年
居理新房       ,本科           ,互联网         ,B轮        ,北京 东城区 朝阳门  ,高级/资深算法工程师（ASR方向）   ,1000-9999人 ,40k-60k   ,发布于昨天    ,3-5年
云数启源       ,本科           ,互联网         ,已上市       ,北京 海淀区 万柳   ,计算机视觉算法工程师          ,500-999人   ,35k-45k   ,发布于10:32 ,3-5年
iHandy     ,本科           ,移动互联网       ,不需要融资     ,北京 海淀区 五道口  ,AI算法工程师             ,100-499人   ,20k-40k   ,发布于02月21日,3-5年
鑫互联        ,本科           ,互联网         ,天使轮       ,北京          ,机器学习算法工程师           ,100-499人   ,30k-40k   ,发布于02月16日,5-10年
宽凳科技       ,硕士           ,互联网         ,A轮        ,北京 朝阳区 朝外   ,Slam算法工程师           ,100-499人   ,30k-60k   ,发布于02月22日,3-5年
普强信息       ,本科           ,计算机软件       ,C轮        ,北京 海淀区 西北旺  ,全文检索算法工程师           ,100-499人   ,20k-40k   ,发布于昨天    ,3-5年
聚思致远教育     ,硕士           ,在线教育        ,天使轮       ,北京 顺义区 后沙峪  ,EEG脑电算法工程师          ,20-99人     ,10k-15k   ,发布于02月19日,1年以内
智行者科技      ,本科           ,汽车生产        ,B轮        ,北京 昌平区 回龙观  ,激光SLAM算法工程师         ,100-499人   ,20k-40k   ,发布于02月22日,1-3年
惠通嘉华       ,本科           ,互联网         ,          ,北京 海淀区 中关村  ,NLP算法工程师            ,20-99人     ,30k-60k   ,发布于02月25日,经验不限
SENSORO    ,本科           ,互联网         ,C轮        ,北京 朝阳区 望京   ,高级通信算法工程师           ,100-499人   ,25k-40k   ,发布于02月21日,3-5年
亿阳信通       ,博士           ,医疗健康        ,已上市       ,北京 海淀区 四季青  ,深度学习/图像 算法工程师       ,1000-9999人 ,30k-45k   ,发布于02月14日,1-3年
居理新房       ,本科           ,互联网         ,B轮        ,北京 东城区 朝阳门  ,高级NLP算法工程师          ,1000-9999人 ,30k-60k   ,发布于02月22日,3-5年
勤天美信       ,本科           ,智能硬件        ,未融资       ,北京          ,UWB算法工程师            ,20-99人     ,20k-40k   ,发布于02月22日,经验不限
今日头条       ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 双榆树  ,机器学习算法工程师-反作弊       ,10000人以上   ,30k-60k   ,发布于02月15日,3-5年
海云数据       ,本科           ,互联网         ,B轮        ,北京 海淀区 五道口  ,机器学习算法工程师           ,100-499人   ,25k-40k   ,发布于14:10 ,1-3年
启迪云控       ,本科           ,移动互联网       ,不需要融资     ,北京 海淀区 五道口  ,深度学习算法工程师（机器视觉方向）   ,100-499人   ,15k-25k   ,发布于02月21日,3-5年
京东数字科技     ,本科           ,互联网         ,不需要融资     ,北京          ,机器人视觉算法工程师/专家       ,1000-9999人 ,20k-40k   ,发布于02月25日,3-5年
威马汽车       ,本科           ,汽车生产        ,B轮        ,北京 朝阳区 太阳宫  ,路径规划与决策算法工程师        ,1000-9999人 ,24k-40k   ,发布于02月18日,1-3年
小药药        ,本科           ,医疗健康        ,C轮        ,北京 朝阳区 望京   ,算法工程师（用户画像方向）       ,1000-9999人 ,20k-35k   ,发布于02月25日,3-5年
分享动力       ,硕士           ,互联网         ,          ,北京 海淀区 中关村  ,算法工程师               ,20-99人     ,40k-70k   ,发布于02月26日,3-5年
洛伦兹        ,硕士           ,电子/半导体/集成电路 ,A轮        ,北京 昌平区 回龙观  ,算法工程师               ,20-99人     ,20k-30k   ,发布于02月25日,1-3年
蚂蚁金服       ,本科           ,互联网         ,C轮        ,北京 朝阳区 朝外   ,高级算法工程师/算法专家        ,10000人以上   ,20k-40k   ,发布于02月14日,3-5年
北京市城果科技有...,本科           ,计算机软件       ,不需要融资     ,北京 朝阳区 团结湖  ,AI算法工程师             ,20-99人     ,20k-40k   ,发布于02月20日,1-3年
用友网络科技     ,本科           ,互联网         ,已上市       ,北京          ,NLP算法工程师实习生         ,10000人以上   ,2k-4k     ,发布于13:49 ,经验不限
联合创展       ,本科           ,移动互联网       ,不需要融资     ,北京 朝阳区 望京   ,算法工程师（nlp方向）        ,100-499人   ,30k-60k   ,发布于02月20日,3-5年
爱康国宾       ,本科           ,医疗健康        ,不需要融资     ,北京          ,模型优化算法工程师           ,1000-9999人 ,35k-45k   ,发布于02月14日,5-10年
跟谁学        ,本科           ,互联网         ,A轮        ,北京 海淀区 上地   ,高级数据挖掘算法工程师         ,1000-9999人 ,30k-50k   ,发布于02月21日,3-5年
启元世界       ,本科           ,数据服务        ,A轮        ,北京 海淀区 清河   ,算法工程师               ,20-99人     ,25k-50k   ,发布于02月15日,3-5年
视感科技       ,本科           ,互联网         ,A轮        ,北京 昌平区 回龙观  ,DSP音频算法工程师          ,20-99人     ,18k-35k   ,发布于02月26日,1-3年
凤凰网        ,本科           ,移动互联网       ,已上市       ,北京 朝阳区 望京   ,算法工程师（2019校招招聘）     ,1000-9999人 ,15k-30k   ,发布于02月19日,应届生
苏州步长       ,本科           ,计算机软件       ,不需要融资     ,北京 海淀区 上地   ,通信算法工程师             ,20-99人     ,12k-24k   ,发布于09:07 ,1-3年
腾讯         ,硕士           ,互联网         ,已上市       ,北京 海淀区 中关村  ,微信推荐机器学习算法工程师       ,10000人以上   ,30k-60k   ,发布于02月26日,1-3年
中科晶上       ,本科           ,通信/网络设备     ,C轮        ,北京 海淀区 中关村  ,通信算法工程师             ,100-499人   ,15k-30k   ,发布于02月15日,3-5年
贝壳找房       ,本科           ,互联网         ,D轮及以上     ,北京 海淀区 上地   ,资深算法工程师-广告推荐方向      ,10000人以上   ,25k-50k   ,发布于02月22日,5-10年
北京未动科技有限公司 ,博士           ,智能硬件        ,A轮        ,北京 朝阳区 望京   ,资深算法工程师             ,20-99人     ,30k-60k   ,发布于02月25日,经验不限
启元世界       ,本科           ,数据服务        ,A轮        ,北京 海淀区 清河   ,机器人算法工程师            ,20-99人     ,20k-40k   ,发布于10:00 ,1年以内
闪灵未来       ,本科           ,互联网         ,天使轮       ,北京 海淀区 五道口  ,算法工程师               ,0-20人      ,15k-30k   ,发布于02月16日,3-5年
致远慧图       ,本科           ,医疗健康        ,A轮        ,北京 海淀区 人民大学 ,AI算法工程师             ,20-99人     ,20k-40k   ,发布于昨天    ,1-3年
京东数字科技     ,硕士           ,互联网         ,不需要融资     ,北京          ,算法工程师-语音合成方向        ,1000-9999人 ,30k-60k   ,发布于02月22日,3-5年
象心力科技      ,硕士           ,新能源         ,未融资       ,北京 海淀区 中关村  ,气象算法工程师             ,0-20人      ,12k-22k   ,发布于02月22日,经验不限
掌游天下       ,本科           ,移动互联网       ,已上市       ,北京 海淀区 知春路  ,广告算法工程师-广告事业部       ,100-499人   ,25k-40k   ,发布于02月25日,3-5年
狸米科技       ,硕士           ,互联网         ,B轮        ,北京 朝阳区 来广营  ,算法工程师（自然语言处理）       ,1000-9999人 ,25k-50k   ,发布于昨天    ,3-5年
百融金服       ,本科           ,数据服务        ,C轮        ,北京 海淀区 中关村  ,算法工程师-实习生           ,500-999人   ,4k-6k     ,发布于02月19日,应届生
翔创科技       ,硕士           ,计算机软件       ,A轮        ,北京 朝阳区 小营   ,资深算法工程师             ,20-99人     ,15k-25k   ,发布于02月26日,1-3年
希子         ,本科           ,在线教育        ,A轮        ,北京 海淀区 学院路  ,NLP算法工程师            ,20-99人     ,15k-30k   ,发布于02月22日,1年以内
蚂蚁金服       ,本科           ,互联网         ,C轮        ,北京          ,蚂蚁金服-财富-高级算法工程师/专家  ,10000人以上   ,25k-45k   ,发布于02月26日,3-5年
远度科技       ,硕士           ,智能硬件        ,不需要融资     ,北京 海淀区 上地   ,无线通信基带算法工程师         ,100-499人   ,20k-30k   ,发布于02月13日,经验不限
分享动力       ,本科           ,互联网         ,          ,北京 海淀区 中关村  ,NLP算法工程师            ,20-99人     ,20k-40k   ,发布于02月21日,3-5年
华志医疗       ,本科           ,医疗健康        ,天使轮       ,北京 海淀区 清河   ,VTK算法工程师            ,20-99人     ,15k-30k   ,发布于02月14日,经验不限
量化派        ,本科           ,互联网金融       ,C轮        ,北京 海淀区 中关村  ,风控算法工程师实习生          ,100-499人   ,4k-8k     ,发布于02月13日,应届生
中科创星       ,硕士           ,智能硬件        ,不需要融资     ,北京 海淀区 知春路  ,图像处理算法工程师           ,100-499人   ,11k-16k   ,发布于02月25日,应届生
北航无人机公司    ,硕士           ,通信/网络设备     ,不需要融资     ,北京          ,导航算法工程师             ,100-499人   ,13k-25k   ,发布于09:05 ,经验不限
欣途峰        ,硕士           ,通信/网络设备     ,未融资       ,北京 海淀区 学院路  ,通信算法工程师             ,0-20人      ,20k-25k   ,发布于02月25日,3-5年
今日头条       ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,NLP算法工程师（自然语言处理）    ,10000人以上   ,30k-50k   ,发布于02月19日,3-5年
奇虎360      ,硕士           ,互联网         ,已上市       ,北京 朝阳区 酒仙桥  ,自然语言处理算法工程师         ,1000-9999人 ,15k-30k   ,发布于10:04 ,1-3年
腾讯         ,硕士           ,互联网         ,已上市       ,北京 海淀区 中关村  ,自动驾驶计算机视觉算法工程师（北京)  ,10000人以上   ,30k-60k   ,发布于02月17日,3-5年
博云视觉       ,本科           ,计算机软件       ,A轮        ,北京 海淀区 西北旺  ,实习视觉算法工程师           ,20-99人     ,6k-10k    ,发布于02月21日,经验不限
新世相        ,硕士           ,音乐/视频/阅读    ,B轮        ,北京 朝阳区 望京   ,算法工程师-语音识别方向        ,100-499人   ,15k-30k   ,发布于02月26日,经验不限
福满仓        ,本科           ,计算机服务       ,不需要融资     ,北京 海淀区 五道口  ,算法工程师               ,100-499人   ,30k-40k   ,发布于02月23日,3-5年
茄子快传       ,本科           ,互联网         ,B轮        ,北京 海淀区 西北旺  ,算法工程师(15亿用户）        ,100-499人   ,30k-60k   ,发布于02月25日,5-10年
恩典金鼎知行科技   ,本科           ,计算机软件       ,不需要融资     ,北京 海淀区 紫竹桥  ,大数据算法工程师            ,20-99人     ,20k-40k   ,发布于02月22日,3-5年
汉朗网科       ,硕士           ,企业服务        ,B轮        ,北京 海淀区 北下关  ,计算机视觉算法工程师          ,20-99人     ,15k-20k   ,发布于02月20日,1-3年
今日头条       ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,数据挖掘算法工程师 - 反作弊方向   ,10000人以上   ,25k-50k   ,发布于02月22日,3-5年
洛伦兹        ,硕士           ,电子/半导体/集成电路 ,A轮        ,北京 昌平区 回龙观  ,高级算法工程师             ,20-99人     ,30k-50k   ,发布于02月25日,1-3年
平安科技       ,硕士           ,计算机软件       ,不需要融资     ,北京 朝阳区 燕莎   ,AI音乐分析及搜索算法工程师      ,1000-9999人 ,30k-60k   ,发布于02月15日,3-5年
清投智能       ,本科           ,智能硬件        ,已上市       ,北京          ,导航算法工程师             ,100-499人   ,15k-20k   ,发布于02月25日,3-5年
大汉正源       ,本科           ,电子/半导体/集成电路 ,天使轮       ,北京 昌平区 天通苑  ,无人驾驶算法工程师           ,0-20人      ,20k-40k   ,发布于昨天    ,3-5年
易道博识       ,硕士           ,移动互联网       ,A轮        ,北京 海淀区 上地   ,深度学习算法工程师           ,20-99人     ,20k-30k   ,发布于02月14日,经验不限
艾普希隆       ,本科           ,医疗健康        ,          ,北京 朝阳区 朝外   ,语音算法工程师             ,20-99人     ,100k-180k ,发布于02月26日,5-10年
中测智绘       ,硕士           ,计算机软件       ,天使轮       ,北京 昌平区 回龙观  ,计算机视觉算法工程师          ,0-20人      ,25k-35k   ,发布于02月18日,经验不限
创新奇智       ,硕士           ,计算机服务       ,A轮        ,北京 海淀区 中关村  ,机器学习算法工程师           ,100-499人   ,20k-40k   ,发布于02月22日,1-3年
洛伦兹        ,硕士           ,电子/半导体/集成电路 ,A轮        ,北京 昌平区 回龙观  ,高级算法工程师             ,20-99人     ,30k-50k   ,发布于02月25日,1-3年
清投智能       ,本科           ,智能硬件        ,已上市       ,北京          ,导航算法工程师             ,100-499人   ,15k-20k   ,发布于02月25日,3-5年
易道博识       ,硕士           ,移动互联网       ,A轮        ,北京 海淀区 上地   ,深度学习算法工程师           ,20-99人     ,20k-30k   ,发布于02月14日,经验不限
艾普希隆       ,本科           ,医疗健康        ,          ,北京 朝阳区 朝外   ,语音算法工程师             ,20-99人     ,100k-180k ,发布于02月26日,5-10年
中测智绘       ,硕士           ,计算机软件       ,天使轮       ,北京 昌平区 回龙观  ,计算机视觉算法工程师          ,0-20人      ,25k-35k   ,发布于02月18日,经验不限
创新奇智       ,硕士           ,计算机服务       ,A轮        ,北京 海淀区 中关村  ,机器学习算法工程师           ,100-499人   ,20k-40k   ,发布于02月22日,1-3年
北京灵思创奇科技...,本科           ,智能硬件        ,不需要融资     ,北京          ,机器人控制算法工程师          ,20-99人     ,8k-15k    ,发布于02月18日,经验不限
百度         ,本科           ,互联网         ,已上市       ,北京 海淀区 上地   ,百度Feed-深度学习算法工程师    ,10000人以上   ,20k-40k   ,发布于02月21日,经验不限
北京远看       ,本科           ,移动互联网       ,天使轮       ,北京 海淀区 中关村  ,深度学习算法工程师           ,0-20人      ,20k-40k   ,发布于11:20 ,3-5年
BIGO       ,学历不限         ,移动互联网       ,D轮及以上     ,北京 海淀区 知春路  ,网络传输算法工程师           ,1000-9999人 ,30k-50k   ,发布于02月22日,3-5年
致远慧图       ,本科           ,医疗健康        ,A轮        ,北京 海淀区 人民大学 ,高级AI算法工程师           ,20-99人     ,20k-35k   ,发布于02月25日,3-5年
互影         ,本科           ,音乐/视频/阅读    ,A轮        ,北京 朝阳区 酒仙桥  ,音频算法工程师             ,20-99人     ,20k-40k   ,发布于02月25日,3-5年
蚂蚁金服       ,本科           ,互联网         ,C轮        ,北京 朝阳区 朝外   ,高级算法工程师             ,10000人以上   ,25k-50k   ,发布于02月17日,3-5年
音悦荚        ,本科           ,移动互联网       ,A轮        ,北京 昌平区 回龙观  ,音频算法工程师             ,20-99人     ,15k-30k   ,发布于昨天    ,经验不限
橙鹰         ,硕士           ,数据服务        ,不需要融资     ,北京 海淀区 万柳   ,知识图谱算法工程师           ,100-499人   ,40k-70k   ,发布于02月14日,3-5年
希子         ,本科           ,在线教育        ,A轮        ,北京 海淀区 学院路  ,高级NLP算法工程师          ,20-99人     ,30k-60k   ,发布于02月14日,3-5年
roobo      ,硕士           ,智能硬件        ,B轮        ,北京 东城区 朝阳门  ,图像视觉/深度学习算法工程师      ,100-499人   ,20k-40k   ,发布于02月25日,1年以内
超凡股份       ,硕士           ,咨询          ,不需要融资     ,北京 东城区 广渠门  ,01自然语言处理算法工程师       ,1000-9999人 ,15k-30k   ,发布于02月26日,1-3年
联合创展       ,本科           ,移动互联网       ,不需要融资     ,北京 朝阳区 望京   ,高级风控算法工程师           ,100-499人   ,35k-55k   ,发布于09:54 ,3-5年
缙铖医疗       ,本科           ,医疗设备/器械     ,未融资       ,北京          ,人工智能算法工程师           ,20-99人     ,20k-30k   ,发布于02月13日,1-3年
腾讯         ,本科           ,互联网         ,已上市       ,北京 海淀区 中关村  ,微信搜索机器学习算法工程师       ,10000人以上   ,22k-23k   ,发布于02月20日,3-5年
同方威视       ,硕士           ,企业服务        ,未融资       ,北京 海淀区 五道口  ,三维重建/机器视觉算法工程师      ,1000-9999人 ,15k-20k   ,发布于02月26日,经验不限
地平线        ,本科           ,互联网         ,B轮        ,北京 海淀区 中关村  ,点云建图定位算法工程师         ,1000-9999人 ,20k-40k   ,发布于02月24日,3-5年
大视景        ,硕士           ,计算机软件       ,A轮        ,北京 海淀区 北太平庄 ,C++ 算法工程师           ,20-99人     ,15k-30k   ,发布于02月21日,经验不限
必要商城       ,本科           ,电子商务        ,不需要融资     ,北京 朝阳区 呼家楼  ,深度学习算法工程师           ,100-499人   ,20k-35k   ,发布于02月26日,1-3年
联合创展       ,本科           ,移动互联网       ,不需要融资     ,北京 朝阳区 望京   ,反欺诈高级算法工程师          ,100-499人   ,30k-55k   ,发布于09:52 ,3-5年
快陪练        ,本科           ,在线教育        ,天使轮       ,北京 朝阳区 望京   ,资深音频算法工程师           ,100-499人   ,25k-50k   ,发布于02月13日,3-5年
数介科技       ,硕士           ,企业服务        ,A轮        ,北京 西城区 德胜门  ,资深算法工程师             ,20-99人     ,15k-22k   ,发布于02月20日,3-5年
神州四达       ,硕士           ,计算机软件       ,          ,北京 朝阳区 酒仙桥  ,雷达、算法工程师            ,20-99人     ,10k-15k   ,发布于02月19日,1-3年
小药药        ,本科           ,医疗健康        ,C轮        ,北京 朝阳区 望京   ,算法工程师（自然语言处理方向）     ,1000-9999人 ,20k-35k   ,发布于02月25日,3-5年
周同科技       ,硕士           ,互联网         ,A轮        ,北京 朝阳区 酒仙桥  ,NLP算法工程师            ,20-99人     ,20k-40k   ,发布于02月15日,1-3年
捷通华声       ,硕士           ,互联网         ,已上市       ,北京 海淀区 上地   ,人脸识别算法工程师（AFR）      ,100-499人   ,30k-60k   ,发布于02月21日,5-10年
福满仓        ,本科           ,计算机服务       ,不需要融资     ,北京 海淀区 五棵松  ,语音算法工程师             ,100-499人   ,25k-35k   ,发布于02月21日,3-5年
nreal.ai   ,学历不限         ,计算机硬件       ,A轮        ,北京 海淀区 双榆树  ,视觉算法工程师 (MJ000025)  ,20-99人     ,30k-40k   ,发布于02月15日,经验不限
中通天鸿       ,本科           ,企业服务        ,A轮        ,北京          ,资深NLP算法工程师/架构师      ,100-499人   ,15k-20k   ,发布于02月26日,3-5年
联洋国融（北京）...,硕士           ,互联网         ,天使轮       ,北京 西城区 马甸   ,知识图谱算法工程师           ,20-99人     ,20k-30k   ,发布于02月14日,3-5年
创新奇智       ,硕士           ,计算机服务       ,A轮        ,北京 海淀区 中关村  ,机器学习算法工程师（推荐系统方向）   ,100-499人   ,6k-7k     ,发布于02月20日,经验不限
踏歌智行       ,本科           ,汽车生产        ,A轮        ,北京 海淀区 中关村  ,算法工程师（无人车控制算法）      ,100-499人   ,20k-30k   ,发布于02月22日,1-3年
今日头条       ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 双榆树  ,算法工程师               ,10000人以上   ,35k-50k   ,发布于02月19日,经验不限
芜湖通江       ,本科           ,通信/网络设备     ,          ,北京 海淀区 四季青  ,深度机器学习算法工程师         ,100-499人   ,14k-24k   ,发布于昨天    ,5-10年
汉能控股集团     ,硕士           ,其他行业        ,已上市       ,北京 朝阳区 北苑   ,算法工程师（自然语言处理方向）     ,10000人以上   ,25k-40k   ,发布于02月25日,3-5年
百融金服       ,本科           ,数据服务        ,C轮        ,北京 海淀区 中关村  ,NLP算法工程师（实习岗）       ,500-999人   ,4k-6k     ,发布于02月26日,应届生
减脂时代       ,硕士           ,移动互联网       ,A轮        ,北京 朝阳区 望京   ,图像处理算法工程师           ,20-99人     ,15k-30k   ,发布于02月14日,经验不限
希子         ,本科           ,在线教育        ,A轮        ,北京 海淀区 学院路  ,高级大数据算法工程师          ,20-99人     ,30k-50k   ,发布于02月14日,3-5年
蜗牛睡眠       ,硕士           ,互联网         ,B轮        ,北京 朝阳区 望京   ,算法工程师（音频方向）         ,20-99人     ,20k-40k   ,发布于02月23日,经验不限
小鹏汽车       ,硕士           ,汽车生产        ,B轮        ,北京 海淀区 北京大学 ,机器学习资深算法工程师（多模态学习）  ,1000-9999人 ,26k-45k   ,发布于02月19日,3-5年
欣途峰        ,硕士           ,通信/网络设备     ,未融资       ,北京 海淀区 学院路  ,通信算法工程师             ,0-20人      ,18k-23k   ,发布于02月25日,1-3年
百度         ,本科           ,互联网         ,已上市       ,北京 海淀区 西北旺  ,百度大搜索_算法工程师(图片搜索方向） ,10000人以上   ,30k-60k   ,发布于02月21日,3-5年
巧达数据       ,硕士           ,互联网         ,C轮        ,北京 海淀区 中关村  ,知识图谱算法工程师（关系计算方向）   ,100-499人   ,20k-35k   ,发布于02月22日,1-3年
BIGO       ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 知春路  ,SLAM算法工程师           ,1000-9999人 ,40k-70k   ,发布于02月25日,经验不限
京东数字科技     ,硕士           ,互联网         ,不需要融资     ,北京          ,算法工程师—知识图谱方向        ,1000-9999人 ,30k-60k   ,发布于02月22日,3-5年
周同科技       ,硕士           ,互联网         ,A轮        ,北京 朝阳区 酒仙桥  ,NLP算法工程师            ,20-99人     ,20k-40k   ,发布于02月26日,1-3年
创新奇智       ,硕士           ,计算机服务       ,A轮        ,北京 海淀区 中关村  ,自然语言处理算法工程师         ,100-499人   ,30k-50k   ,发布于昨天    ,1-3年
艾普希隆       ,本科           ,医疗健康        ,          ,北京 朝阳区 朝外   ,算法工程师（大数据）          ,20-99人     ,30k-60k   ,发布于02月20日,3-5年
今日头条       ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,广告算法工程师             ,10000人以上   ,30k-55k   ,发布于02月23日,经验不限
京东数字科技     ,硕士           ,互联网         ,不需要融资     ,北京          ,算法工程师               ,1000-9999人 ,30k-50k   ,发布于02月20日,3-5年
举人在线       ,硕士           ,移动互联网       ,          ,北京 朝阳区 朝外   ,高级路径规划与决策算法工程师      ,100-499人   ,35k-60k   ,发布于02月20日,经验不限
智慧足迹       ,硕士           ,数据服务        ,不需要融资     ,北京 西城区 西单   ,算法工程师（机器学习）         ,20-99人     ,15k-30k   ,发布于02月15日,1-3年
减脂时代       ,硕士           ,移动互联网       ,A轮        ,北京 朝阳区 望京   ,三维重建算法工程师           ,20-99人     ,20k-40k   ,发布于02月14日,经验不限
爱咔咔        ,本科           ,互联网         ,B轮        ,北京 海淀区 上地   ,人工智能算法工程师           ,20-99人     ,15k-30k   ,发布于02月18日,经验不限
