job_company    ,job_education,job_industry,job_listed,job_location,job_name                  ,job_persons,job_salary,job_time ,job_year
达观数据           ,本科           ,数据服务        ,B轮        ,北京 海淀区 知春路  ,高级后端工程师（python/C++）       ,100-499人   ,20k-30k   ,发布于02月26日,3-5年
蓝草科技           ,学历不限         ,人力资源服务      ,          ,北京 海淀区 万柳   ,Python 开发讲师               ,0-20人      ,12k-18k   ,发布于02月21日,经验不限
财税智库           ,本科           ,互联网         ,A轮        ,北京 海淀区 中关村  ,Python .或者GO软件工程师         ,20-99人     ,20k-40k   ,发布于02月21日,3-5年
瓦力工厂机器人        ,大专           ,智能硬件        ,B轮        ,北京 丰台区 世界公园 ,Python课程研发                ,100-499人   ,6k-7k     ,发布于02月21日,1-3年
今日头条           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,后台开发实习生/java/python/php/go,10000人以上   ,10k-15k   ,发布于02月20日,经验不限
长木谷医疗          ,本科           ,医疗健康        ,天使轮       ,北京          ,图像处理实习生（python）           ,20-99人     ,5k-8k     ,发布于02月18日,应届生
中信百信银行         ,本科           ,银行          ,不需要融资     ,北京 朝阳区 小营   ,Python开发工程师               ,500-999人   ,20k-40k   ,发布于02月15日,3-5年
乐飞天下           ,大专           ,互联网         ,未融资       ,北京 朝阳区 大望路  ,中级Python开发（数据支撑）          ,20-99人     ,18k-25k   ,发布于02月14日,3-5年
光大科技           ,本科           ,互联网金融       ,不需要融资     ,北京 石景山区 鲁谷  ,python研发工程师(容器云方向)        ,100-499人   ,18k-28k   ,发布于02月13日,1-3年
流体网络           ,本科           ,移动互联网       ,B轮        ,北京 朝阳区 北苑   ,Python开发工程师               ,100-499人   ,12k-24k   ,发布于02月19日,1年以内
广通信达           ,学历不限         ,计算机软件       ,已上市       ,北京 海淀区 万柳   ,IT运维技术支持实施工程师--Python     ,100-499人   ,12k-24k   ,发布于02月20日,经验不限
医渡云            ,本科           ,互联网         ,B轮        ,北京 海淀区 牡丹园  ,Python开发工程师               ,500-999人   ,10k-15k   ,发布于02月22日,1-3年
有利网            ,本科           ,互联网金融       ,不需要融资     ,北京 海淀区 中关村  ,Python运维开发工程师             ,10000人以上   ,15k-30k   ,发布于昨天    ,3-5年
指动科技           ,本科           ,计算机软件       ,          ,北京 朝阳区 北苑   ,游戏服务端工程师（python）          ,20-99人     ,11k-18k   ,发布于02月25日,1年以内
瓦力工厂机器人        ,本科           ,智能硬件        ,B轮        ,北京 丰台区 世界公园 ,少儿python课程研发              ,100-499人   ,7k-12k    ,发布于昨天    ,1-3年
乐信圣文           ,本科           ,互联网         ,B轮        ,北京 海淀区 清河   ,Python工程师                 ,100-499人   ,11k-20k   ,发布于02月13日,1-3年
悦视光合           ,本科           ,企业服务        ,不需要融资     ,北京 海淀区 中关村  ,高级后端研发工程师 - Python/大数据    ,20-99人     ,18k-25k   ,发布于02月18日,经验不限
小栈教育           ,本科           ,培训机构        ,未融资       ,北京 朝阳区 大望路  ,python课程设计师               ,20-99人     ,8k-13k    ,发布于10:59 ,1-3年
合胜科技           ,本科           ,计算机软件       ,已上市       ,北京 朝阳区 朝阳门  ,Python                    ,500-999人   ,8k-10k    ,发布于02月15日,1-3年
今日头条           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,Python                    ,10000人以上   ,25k-50k   ,发布于02月15日,1年以内
中公教育           ,本科           ,互联网         ,已上市       ,北京 海淀区 学院路  ,Python培训讲师                ,10000人以上   ,15k-25k   ,发布于02月21日,3-5年
谷武科技有限公司       ,大专           ,电子商务        ,未融资       ,北京          ,Python工程师                 ,100-499人   ,15k-20k   ,发布于02月26日,3-5年
聪明核桃教育         ,学历不限         ,在线教育        ,B轮        ,北京 海淀区 中关村  ,少儿编程python课程设计师 (MJ000026),100-499人   ,15k-30k   ,发布于02月15日,经验不限
大拿网络科技         ,本科           ,互联网         ,A轮        ,北京          ,python工程师                 ,20-99人     ,8k-9k     ,发布于02月19日,应届生
好未来            ,本科           ,互联网         ,已上市       ,北京 海淀区 中关村  ,Python web开发技术Leader      ,10000人以上   ,20k-40k   ,发布于02月14日,3-5年
映客直播           ,本科           ,移动互联网       ,已上市       ,北京 朝阳区 望京   ,资深python服务端研发工程师          ,500-999人   ,25k-50k   ,发布于02月20日,3-5年
泰和利通           ,本科           ,互联网金融       ,不需要融资     ,北京 海淀区 上地   ,Python高级工程师               ,100-499人   ,15k-25k   ,发布于02月26日,5-10年
锐亚教育           ,本科           ,在线教育        ,天使轮       ,北京 昌平区 回龙观  ,Python数据分析师预备讲师实习生        ,0-20人      ,6k-11k    ,发布于02月24日,应届生
北京太极华保科技...    ,本科           ,数据服务        ,          ,北京 海淀区 万柳   ,高级Python工程师（211）          ,100-499人   ,15k-30k   ,发布于02月20日,1-3年
瑞莱智慧科技         ,本科           ,计算机服务       ,天使轮       ,北京          ,资深Python工程师               ,0-20人      ,18k-35k   ,发布于02月25日,3-5年
SENSORO        ,本科           ,互联网         ,C轮        ,北京 朝阳区 望京   ,Python后端开发工程师             ,100-499人   ,20k-40k   ,发布于02月22日,3-5年
中国科学院软件研究所     ,本科           ,计算机软件       ,不需要融资     ,北京 海淀区 中关村  ,后端开发工程师(Python)           ,1000-9999人 ,10k-15k   ,发布于昨天    ,1-3年
快手             ,本科           ,社交网络        ,D轮及以上     ,北京 海淀区 西二旗  ,Python开发工程师               ,1000-9999人 ,20k-40k   ,发布于02月23日,3-5年
明日虫洞           ,本科           ,移动互联网       ,B轮        ,北京 海淀区 知春路  ,Python正式员工                ,20-99人     ,8k-15k    ,发布于昨天    ,1-3年
好未来            ,本科           ,互联网         ,已上市       ,北京 海淀区 中关村  ,高级Python开发工程师             ,10000人以上   ,25k-50k   ,发布于02月21日,5-10年
周同科技           ,本科           ,互联网         ,A轮        ,北京 朝阳区 酒仙桥  ,python开发工程师               ,20-99人     ,15k-25k   ,发布于02月25日,3-5年
卓云科技           ,大专           ,计算机软件       ,已上市       ,北京 昌平区 昌平   ,python讲师                  ,20-99人     ,19k-20k   ,发布于02月15日,1-3年
举人在线           ,本科           ,移动互联网       ,          ,北京 海淀区 万柳   ,Python开发工程师               ,100-499人   ,7k-10k    ,发布于02月26日,应届生
北京握奇数据         ,本科           ,智能硬件        ,不需要融资     ,北京 朝阳区 望京   ,高级python开发工程师             ,500-999人   ,10k-15k   ,发布于02月14日,1-3年
减脂时代           ,本科           ,移动互联网       ,A轮        ,北京 朝阳区 望京   ,Python开发工程师               ,20-99人     ,10k-15k   ,发布于02月14日,3-5年
云兴维智           ,本科           ,互联网         ,A轮        ,北京 海淀区 清河   ,Python运维开发工程师             ,20-99人     ,10k-15k   ,发布于昨天    ,1-3年
汇承             ,本科           ,企业服务        ,          ,北京 朝阳区 三元桥  ,Python高级开发工程师             ,0-20人      ,20k-35k   ,发布于02月23日,3-5年
车势科技           ,本科           ,互联网         ,B轮        ,北京 朝阳区 朝外   ,高级python开发工程师             ,100-499人   ,18k-26k   ,发布于02月20日,5-10年
今日头条           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 学院路  ,高级python工程师               ,10000人以上   ,25k-50k   ,发布于02月15日,1-3年
瓦力工厂机器人        ,本科           ,智能硬件        ,B轮        ,北京 丰台区 世界公园 ,少儿python课程研发              ,100-499人   ,7k-10k    ,发布于02月21日,1-3年
国双科技           ,本科           ,互联网         ,已上市       ,北京 海淀区 学院路  ,Python工程师                 ,1000-9999人 ,15k-25k   ,发布于02月18日,3-5年
瓦力工厂机器人        ,本科           ,智能硬件        ,B轮        ,北京 丰台区 世界公园 ,少儿python课程研发              ,100-499人   ,7k-10k    ,发布于02月21日,1-3年
乐飞天下           ,大专           ,互联网         ,未融资       ,北京 朝阳区 大望路  ,中级Python开发（直连）            ,20-99人     ,10k-15k   ,发布于02月14日,3-5年
泽创天成           ,大专           ,医疗健康        ,天使轮       ,北京 朝阳区 望京   ,Python                    ,20-99人     ,15k-30k   ,发布于02月21日,5-10年
旷视科技(Face++)   ,学历不限         ,企业服务        ,          ,北京 海淀区 中关村  ,Python全栈工程师               ,1000-9999人 ,12k-24k   ,发布于02月22日,3-5年
恒辉智讯           ,本科           ,计算机软件       ,未融资       ,北京          ,Python研发工程师               ,0-20人      ,12k-24k   ,发布于02月25日,3-5年
天使挂号           ,本科           ,移动互联网       ,天使轮       ,北京 海淀区 中关村  ,Python开发工程师               ,0-20人      ,10k-20k   ,发布于02月21日,1-3年
奇点浩翰           ,本科           ,数据服务        ,未融资       ,北京 东城区 雍和宫  ,Python开发工程师               ,20-99人     ,15k-25k   ,发布于02月20日,3-5年
纯动信息           ,本科           ,互联网         ,不需要融资     ,北京 朝阳区 望京   ,python后端工程师               ,20-99人     ,15k-30k   ,发布于02月20日,5-10年
顺智信科技          ,本科           ,互联网         ,A轮        ,北京 朝阳区 亚运村  ,python/java 开发工程师         ,0-20人      ,15k-25k   ,发布于02月26日,3-5年
乐飞天下           ,大专           ,互联网         ,未融资       ,北京 朝阳区 大望路  ,初级Python开发（AK）            ,20-99人     ,8k-13k    ,发布于02月14日,经验不限
烽台科技           ,本科           ,信息安全        ,未融资       ,北京 朝阳区 北苑   ,Python研发工程师               ,20-99人     ,15k-20k   ,发布于02月19日,3-5年
乐飞天下           ,本科           ,互联网         ,未融资       ,北京 朝阳区 大望路  ,Python开发工程师               ,20-99人     ,8k-16k    ,发布于02月18日,1年以内
脉讯在线           ,本科           ,互联网         ,A轮        ,北京 海淀区 上地   ,Python web开发工程师（后端）       ,20-99人     ,15k-25k   ,发布于02月18日,1-3年
中国电信云          ,本科           ,计算机软件       ,已上市       ,北京 海淀区 上地   ,Python开发工程师               ,100-499人   ,15k-25k   ,发布于02月22日,经验不限
今日头条           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,Python                    ,10000人以上   ,25k-35k   ,发布于02月23日,1-3年
安和瑞福           ,本科           ,互联网         ,天使轮       ,北京 石景山区 鲁谷  ,后端Django(Python)工程师       ,20-99人     ,10k-15k   ,发布于02月14日,1-3年
好未来            ,本科           ,互联网         ,已上市       ,北京 海淀区 中关村  ,Python/Django web开发工程师    ,10000人以上   ,18k-35k   ,发布于02月14日,3-5年
中科院网络中心        ,本科           ,互联网         ,          ,北京 海淀区 中关村  ,Python研发工程师               ,500-999人   ,8k-11k    ,发布于02月19日,1-3年
乐飞天下           ,大专           ,互联网         ,未融资       ,北京 朝阳区 大望路  ,中级Python开发（项目）            ,20-99人     ,14k-25k   ,发布于02月14日,3-5年
小米             ,学历不限         ,互联网         ,已上市       ,北京 海淀区 清河   ,Python工程师                 ,10000人以上   ,8k-10k    ,发布于02月25日,经验不限
盛和资讯科技         ,本科           ,企业服务        ,A轮        ,北京 西城区 德胜门  ,Python算法工程师               ,20-99人     ,15k-20k   ,发布于02月21日,经验不限
医渡云            ,本科           ,互联网         ,B轮        ,北京 海淀区 牡丹园  ,Python开发工程师               ,500-999人   ,15k-30k   ,发布于02月22日,3-5年
物联顺通           ,本科           ,物流/仓储       ,不需要融资     ,北京 朝阳区 酒仙桥  ,算法工程师-python              ,100-499人   ,15k-30k   ,发布于02月15日,3-5年
飞翼航空           ,学历不限         ,贸易/进出口      ,          ,北京 朝阳区 酒仙桥  ,Python开发工程师               ,0-20人      ,15k-20k   ,发布于02月19日,1-3年
芽芽科技           ,本科           ,互联网         ,天使轮       ,北京 海淀区 学院路  ,Python                    ,0-20人      ,8k-16k    ,发布于02月25日,1-3年
中科九章           ,本科           ,计算机软件       ,未融资       ,北京 海淀区 人民大学 ,Python                    ,20-99人     ,9k-11k    ,发布于02月14日,3-5年
中国电信集成         ,本科           ,通信/网络设备     ,不需要融资     ,北京 西城区 新街口  ,Python                    ,1000-9999人 ,10k-15k   ,发布于昨天    ,3-5年
今日头条           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 双榆树  ,Python                    ,10000人以上   ,25k-50k   ,发布于02月24日,经验不限
滴滴出行           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 上地   ,Python                    ,10000人以上   ,15k-25k   ,发布于02月23日,1-3年
思派网络           ,本科           ,互联网         ,B轮        ,北京 西城区 德胜门  ,python工程师                 ,100-499人   ,10k-20k   ,发布于昨天    ,经验不限
中国科学院软件研究所     ,本科           ,计算机软件       ,不需要融资     ,北京 海淀区 中关村  ,Web后端开发工程师(Python)        ,1000-9999人 ,15k-16k   ,发布于昨天    ,1-3年
爱奇艺            ,本科           ,互联网         ,已上市       ,北京 海淀区 中关村  ,python开发实习生               ,1000-9999人 ,4k-5k     ,发布于02月25日,经验不限
有康爱帮           ,学历不限         ,互联网         ,天使轮       ,北京 朝阳区 国贸   ,Python                    ,0-20人      ,10k-20k   ,发布于02月25日,3-5年
亚信科技           ,本科           ,计算机软件       ,未融资       ,北京 海淀区 上地   ,软件实施工程师                   ,1000-9999人 ,8k-13k    ,发布于02月15日,3-5年
北京数创世纪         ,大专           ,互联网         ,未融资       ,北京 朝阳区 北苑   ,对日开发人员（Java，PHP，，C++等）    ,100-499人   ,8k-13k    ,发布于02月26日,经验不限
佰阳高科科技有限公司     ,本科           ,计算机软件       ,B轮        ,北京 海淀区 西北旺  ,ruby                      ,100-499人   ,12k-24k   ,发布于昨天    ,1-3年
智融信远           ,大专           ,互联网         ,未融资       ,北京 海淀区 中关村  ,运维工程师                     ,20-99人     ,9k-12k    ,发布于02月20日,3-5年
维恩咨询           ,本科           ,数据服务        ,未融资       ,北京 通州区 九棵树  ,Django工程师                 ,20-99人     ,11k-20k   ,发布于02月25日,1-3年
知道创宇           ,大专           ,互联网         ,C轮        ,北京 朝阳区 望京   ,linux运维实习生(J10160)        ,500-999人   ,2k-4k     ,发布于02月25日,1年以内
FunPlus        ,大专           ,游戏          ,B轮        ,北京 海淀区 中关村  ,后端工程师                     ,500-999人   ,30k-35k   ,发布于02月14日,5-10年
研峰科技           ,本科           ,贸易/进出口      ,A轮        ,北京 海淀区 双榆树  ,Django海淀                  ,20-99人     ,12k-18k   ,发布于02月20日,3-5年
亚信科技           ,本科           ,计算机软件       ,未融资       ,北京 东城区 工体   ,Java                      ,1000-9999人 ,11k-20k   ,发布于02月18日,1-3年
数字观星           ,大专           ,信息安全        ,A轮        ,北京          ,后端开发工程师                   ,20-99人     ,10k-12k   ,发布于昨天    ,1-3年
汽车之家           ,本科           ,互联网         ,已上市       ,北京 海淀区 中关村  ,Docker运维工程师               ,1000-9999人 ,20k-40k   ,发布于02月24日,1-3年
传智播客           ,大专           ,在线教育        ,已上市       ,北京 昌平区 西三旗  ,高级招聘专员(J11525)            ,1000-9999人 ,6k-8k     ,发布于02月21日,1-3年
医渡云            ,本科           ,互联网         ,B轮        ,北京 海淀区 牡丹园  ,Python开发工程师               ,500-999人   ,15k-30k   ,发布于02月22日,3-5年
英迪瑞讯           ,本科           ,计算机软件       ,不需要融资     ,北京 海淀区 中关村  ,设备测试工程师                   ,0-20人      ,12k-23k   ,发布于昨天    ,1-3年
历正科技           ,本科           ,信息安全        ,天使轮       ,北京 海淀区 清河   ,初级软件开发工程师                 ,20-99人     ,8k-9k     ,发布于09:00 ,1-3年
明日世界竞技         ,本科           ,游戏          ,不需要融资     ,北京 朝阳区 酒仙桥  ,服务器开发                     ,100-499人   ,15k-20k   ,发布于02月21日,1-3年
中科创达           ,大专           ,计算机软件       ,已上市       ,北京 朝阳区 望京   ,安卓测试                      ,1000-9999人 ,7k-12k    ,发布于02月18日,3-5年
百度             ,硕士           ,互联网         ,已上市       ,北京 海淀区 上地   ,数据挖掘与数据分析                 ,10000人以上   ,8k-13k    ,发布于02月22日,经验不限
中科虹霸           ,本科           ,计算机软件       ,C轮        ,北京 海淀区 五道口  ,实习生                       ,20-99人     ,4k-6k     ,发布于02月13日,经验不限
司空科技           ,本科           ,O2O         ,A轮        ,北京 朝阳区 望京   ,算法工程师                     ,100-499人   ,20k-30k   ,发布于02月19日,5-10年
爱咔咔            ,本科           ,互联网         ,B轮        ,北京 海淀区 上地   ,机器学习                      ,20-99人     ,15k-25k   ,发布于02月18日,经验不限
车未科技           ,大专           ,4S店/后市场     ,天使轮       ,北京 海淀区 西北旺  ,嵌入式开发工程师                  ,20-99人     ,15k-20k   ,发布于02月18日,3-5年
观止云            ,本科           ,互联网         ,A轮        ,北京 海淀区 西北旺  ,后端开发工程师                   ,20-99人     ,12k-18k   ,发布于02月25日,3-5年
双青             ,学历不限         ,音乐/视频/阅读    ,未融资       ,北京 通州区 潞城   ,特效师                       ,0-20人      ,6k-12k    ,发布于02月24日,1-3年
搜狐             ,本科           ,移动互联网       ,已上市       ,北京          ,机器学习                      ,10000人以上   ,20k-40k   ,发布于昨天    ,经验不限
旷视科技           ,本科           ,移动互联网       ,C轮        ,北京 海淀区 中关村  ,算法研究员                     ,1000-9999人 ,25k-50k   ,发布于02月21日,经验不限
百度             ,本科           ,互联网         ,已上市       ,北京 海淀区 西北旺  ,推荐算法工程师                   ,10000人以上   ,25k-50k   ,发布于02月26日,经验不限
中软国际           ,本科           ,计算机软件       ,已上市       ,北京 西城区 金融街  ,ETL开发工程师                  ,10000人以上   ,10k-15k   ,发布于02月19日,3-5年
神州泰岳           ,硕士           ,数据服务        ,          ,北京 朝阳区 大屯   ,气象工程师-降尺度                 ,100-499人   ,15k-30k   ,发布于昨天    ,3-5年
阿里巴巴集团         ,本科           ,互联网         ,已上市       ,北京 朝阳区 望京   ,大数据开发工程师                  ,10000人以上   ,15k-25k   ,发布于02月20日,3-5年
Boss直聘         ,本科           ,人力资源服务      ,D轮及以上     ,北京 朝阳区 太阳宫  ,大数据开发工程师                  ,1000-9999人 ,15k-30k   ,发布于02月23日,3-5年
360企业安全集团      ,本科           ,信息安全        ,不需要融资     ,北京 朝阳区 酒仙桥  ,PHP开发工程师(001154)          ,1000-9999人 ,20k-40k   ,发布于10:51 ,3-5年
松果出行           ,本科           ,移动互联网       ,C轮        ,北京 朝阳区 望京   ,数据分析师                     ,100-499人   ,8k-13k    ,发布于昨天    ,1-3年
车势科技           ,本科           ,互联网         ,B轮        ,北京 朝阳区 朝外   ,python/golang后端开发工程师      ,100-499人   ,13k-25k   ,发布于02月25日,3-5年
文思海辉           ,本科           ,计算机软件       ,已上市       ,北京 海淀区 万柳   ,前端开发                      ,10000人以上   ,8k-10k    ,发布于10:25 ,1-3年
奇虎360          ,本科           ,互联网         ,已上市       ,北京 朝阳区 酒仙桥  ,资深推荐算法工程师                 ,1000-9999人 ,40k-80k   ,发布于昨天    ,3-5年
旷视科技           ,本科           ,移动互联网       ,C轮        ,北京 海淀区 中关村  ,零售业务系统开发工程师               ,1000-9999人 ,18k-30k   ,发布于昨天    ,5-10年
冠川智能           ,大专           ,智能硬件        ,未融资       ,北京 顺义区 后沙峪  ,电子工程师                     ,20-99人     ,3k-6k     ,发布于02月20日,1年以内
北京太极华保科技...    ,本科           ,数据服务        ,          ,北京 海淀区 万柳   ,中级Python开发工程师             ,100-499人   ,15k-30k   ,发布于02月20日,1-3年
iHandy         ,本科           ,移动互联网       ,不需要融资     ,北京 海淀区 学院路  ,推荐算法                      ,100-499人   ,30k-60k   ,发布于02月26日,3-5年
神奇游戏           ,本科           ,游戏          ,未融资       ,北京 朝阳区 望京   ,CAD可视化工程师                 ,20-99人     ,10k-15k   ,发布于昨天    ,1-3年
百度             ,本科           ,互联网         ,已上市       ,北京 海淀区 西北旺  ,百度大搜索_产品研发工程师             ,10000人以上   ,20k-40k   ,发布于02月15日,1-3年
快手             ,本科           ,社交网络        ,D轮及以上     ,北京 海淀区 五道口  ,高级安全工程师，移动安全工程师、资深专家      ,1000-9999人 ,25k-50k   ,发布于02月24日,3-5年
执中数据科技（北...    ,本科           ,数据服务        ,天使轮       ,北京 东城区 和平里  ,爬虫工程师                     ,0-20人      ,11k-20k   ,发布于昨天    ,1-3年
高德地图           ,本科           ,互联网         ,已上市       ,北京          ,用户运营                      ,1000-9999人 ,16k-25k   ,发布于昨天    ,1-3年
铭晟云图           ,本科           ,移动互联网       ,          ,北京 丰台区 看丹桥  ,导航算法工程师                   ,0-20人      ,15k-25k   ,发布于02月14日,1-3年
格步科技           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 中关村  ,后端开发工程师                   ,1000-9999人 ,20k-40k   ,发布于02月26日,3-5年
滴滴出行           ,本科           ,移动互联网       ,D轮及以上     ,北京 海淀区 西二旗  ,规划与控制研发工程师                ,10000人以上   ,20k-40k   ,发布于02月18日,3-5年
小塔             ,本科           ,互联网         ,未融资       ,北京 海淀区 上地   ,爬虫架构师                     ,0-20人      ,25k-40k   ,发布于02月18日,3-5年
北京红亚           ,本科           ,计算机软件       ,A轮        ,北京 昌平区 回龙观  ,课程设计工程师（大数据方向）            ,100-499人   ,6k-11k    ,发布于02月26日,经验不限
百度             ,本科           ,互联网         ,已上市       ,北京 海淀区 西北旺  ,用户数据分析/数据挖掘工程师            ,10000人以上   ,4k-5k     ,发布于02月21日,经验不限
旷视科技           ,硕士           ,移动互联网       ,C轮        ,北京 海淀区 上地   ,高级导航系统工程师                 ,1000-9999人 ,20k-40k   ,发布于02月22日,3-5年
一览群智           ,硕士           ,移动互联网       ,A轮        ,北京 海淀区 苏州桥  ,统计分析师                     ,100-499人   ,15k-30k   ,发布于02月17日,经验不限
来也             ,本科           ,企业服务        ,B轮        ,北京 海淀区 中关村  ,SRE运维工程师                  ,100-499人   ,15k-30k   ,发布于02月14日,1-3年
彩云科技           ,本科           ,移动互联网       ,A轮        ,北京 海淀区 学院路  ,深度学习算法工程师                 ,20-99人     ,15k-28k   ,发布于02月22日,1-3年
必示科技           ,本科           ,互联网         ,A轮        ,北京 海淀区 五道口  ,Java研发工程师                 ,20-99人     ,15k-25k   ,发布于02月22日,1-3年
便利蜂            ,本科           ,互联网         ,不需要融资     ,北京 朝阳区 太阳宫  ,数据分析工程师(J12147)           ,1000-9999人 ,20k-30k   ,发布于昨天    ,3-5年
